content|title|url|description
"Un jeu vidéo est un jeu électronique doté d'une interface utilisateur permettant une interaction humaine ludique en générant un retour visuel sur un dispositif vidéo. [...] De même, de nouvelles formes de retours sont apparues : visuels, comme la vision 3D ou en relief (avec ou sans lunettes stéréoscopiques), tactiles, avec des terminaux vibrants (sièges, volants, etc.), ou pilotés (sièges inclinables simulant l’accélération, la rotation et le freinage d'un engin)."|"wikipedia"|"https://fr.wikipedia.org/wiki/Jeu_video"|"résumé"
